class,cap-shape,cap-surface,cap-color,bruises,gill-color,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,convex,fibrous,gray,no,pink,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,flat,smooth,yellow,bruises,pink,tapering,white,white,white,one,pendant,brown,several,woods
poisonous,convex,scaly,white,bruises,pink,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,convex,fibrous,white,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,bell,scaly,white,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,convex,smooth,yellow,bruises,white,tapering,white,white,white,one,pendant,brown,several,woods
edible,bell,scaly,white,bruises,brown,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,white,bruises,gray,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,convex,fibrous,brown,bruises,pink,tapering,gray,pink,white,one,pendant,brown,solitary,woods
edible,bell,scaly,white,bruises,black,enlarging,white,white,white,one,pendant,brown,scattered,meadows
edible,convex,smooth,yellow,bruises,gray,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,flat,scaly,brown,bruises,pink,enlarging,white,white,white,one,pendant,black,solitary,grasses
edible,convex,fibrous,white,no,brown,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,smooth,yellow,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,grasses
poisonous,convex,scaly,white,bruises,brown,enlarging,white,white,white,one,pendant,brown,several,grasses
edible,convex,scaly,yellow,bruises,brown,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,convex,fibrous,white,bruises,pink,tapering,white,white,white,one,pendant,brown,several,woods
edible,bell,smooth,yellow,bruises,gray,enlarging,white,white,white,one,pendant,brown,numerous,grasses
poisonous,convex,scaly,white,bruises,black,enlarging,white,white,white,one,pendant,black,several,urban
edible,convex,smooth,yellow,bruises,white,tapering,white,white,white,one,pendant,brown,several,woods
edible,convex,scaly,white,bruises,black,enlarging,white,white,white,one,pendant,black,numerous,meadows
edible,convex,fibrous,white,bruises,brown,tapering,white,white,white,one,pendant,brown,several,woods
edible,flat,smooth,white,bruises,white,tapering,white,white,white,one,pendant,brown,several,woods
edible,convex,scaly,yellow,bruises,black,enlarging,white,white,white,one,pendant,brown,scattered,meadows
edible,flat,fibrous,yellow,bruises,white,tapering,white,white,white,one,pendant,purple,several,woods
edible,convex,smooth,white,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,bell,scaly,yellow,bruises,brown,enlarging,white,white,white,one,pendant,black,scattered,meadows
edible,convex,scaly,brown,bruises,pink,enlarging,white,white,white,one,pendant,brown,scattered,paths
edible,bell,scaly,white,bruises,black,enlarging,white,white,white,one,pendant,black,numerous,grasses
edible,convex,smooth,yellow,bruises,brown,enlarging,white,white,white,one,pendant,brown,scattered,meadows
poisonous,convex,scaly,brown,bruises,brown,enlarging,white,white,white,one,pendant,brown,several,urban
edible,bell,smooth,yellow,bruises,white,enlarging,white,white,white,one,pendant,black,numerous,grasses
edible,bell,scaly,white,bruises,gray,enlarging,white,white,white,one,pendant,black,numerous,grasses
poisonous,convex,scaly,brown,bruises,white,enlarging,white,white,white,one,pendant,black,several,urban
edible,bell,smooth,white,bruises,brown,enlarging,white,white,white,one,pendant,black,scattered,meadows
edible,bell,scaly,yellow,bruises,white,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,bell,scaly,yellow,bruises,brown,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,white,bruises,gray,enlarging,white,white,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,brown,bruises,pink,tapering,pink,white,white,one,pendant,black,solitary,woods
edible,convex,scaly,brown,bruises,white,enlarging,white,white,white,one,pendant,black,solitary,grasses
edible,bell,smooth,yellow,bruises,brown,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,fibrous,gray,no,gray,enlarging,white,white,white,one,pendant,brown,several,urban
edible,convex,scaly,brown,bruises,brown,enlarging,white,white,white,one,pendant,black,solitary,grasses
edible,convex,smooth,white,bruises,black,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,bell,scaly,white,bruises,brown,enlarging,white,white,white,one,pendant,black,numerous,grasses
edible,convex,smooth,yellow,bruises,gray,enlarging,white,white,white,one,pendant,black,scattered,meadows
edible,flat,fibrous,yellow,bruises,pink,tapering,white,white,white,one,pendant,brown,several,woods
edible,bell,scaly,yellow,bruises,gray,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,fibrous,brown,no,brown,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,yellow,bruises,brown,tapering,white,white,white,one,pendant,brown,several,woods
edible,convex,smooth,yellow,bruises,brown,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,flat,smooth,gray,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,fibrous,brown,no,gray,enlarging,white,white,white,one,pendant,brown,solitary,urban
edible,flat,smooth,gray,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,flat,scaly,brown,bruises,pink,enlarging,white,white,white,one,pendant,brown,scattered,paths
edible,bell,scaly,white,bruises,black,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,bell,smooth,yellow,bruises,black,enlarging,white,white,white,one,pendant,black,scattered,meadows
edible,convex,scaly,yellow,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,paths
edible,sunken,fibrous,gray,no,gray,enlarging,white,white,white,one,pendant,brown,several,urban
edible,flat,scaly,brown,bruises,pink,enlarging,white,white,white,one,pendant,brown,solitary,paths
poisonous,convex,scaly,brown,bruises,black,enlarging,white,white,white,one,pendant,black,scattered,urban
edible,convex,scaly,yellow,bruises,pink,enlarging,white,white,white,one,pendant,brown,solitary,paths
edible,convex,scaly,yellow,bruises,white,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,fibrous,brown,no,chocolate,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,fibrous,brown,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,smooth,brown,no,black,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,scaly,brown,bruises,brown,enlarging,white,white,white,one,pendant,brown,scattered,paths
edible,convex,smooth,yellow,bruises,white,enlarging,white,white,white,one,pendant,black,numerous,grasses
edible,flat,fibrous,brown,no,pink,enlarging,white,white,white,one,pendant,black,several,urban
edible,convex,scaly,yellow,bruises,white,enlarging,white,white,white,one,pendant,brown,scattered,paths
edible,convex,fibrous,yellow,bruises,pink,tapering,white,white,white,one,pendant,purple,several,woods
edible,bell,scaly,yellow,bruises,gray,enlarging,white,white,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,gray,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,yellow,bruises,white,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,flat,scaly,brown,bruises,brown,enlarging,white,white,white,one,pendant,black,solitary,grasses
edible,convex,smooth,yellow,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,meadows
edible,sunken,fibrous,brown,no,brown,enlarging,white,white,white,one,pendant,brown,solitary,urban
edible,convex,smooth,white,bruises,black,enlarging,white,white,white,one,pendant,black,scattered,meadows
edible,bell,smooth,white,bruises,brown,enlarging,white,white,white,one,pendant,black,numerous,grasses
edible,sunken,fibrous,brown,no,black,enlarging,white,white,white,one,pendant,black,solitary,urban
edible,bell,scaly,yellow,bruises,brown,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,convex,scaly,yellow,bruises,black,enlarging,white,white,white,one,pendant,brown,numerous,grasses
edible,bell,scaly,yellow,bruises,black,enlarging,white,white,white,one,pendant,brown,scattered,grasses
poisonous,convex,scaly,brown,bruises,pink,enlarging,white,white,white,one,pendant,black,scattered,urban
edible,convex,smooth,white,no,black,tapering,white,white,white,one,evanescent,brown,scattered,grasses
edible,convex,scaly,white,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,meadows
edible,bell,smooth,white,bruises,gray,enlarging,white,white,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,brown,bruises,brown,tapering,gray,white,white,one,pendant,brown,solitary,woods
poisonous,convex,smooth,brown,bruises,white,enlarging,white,white,white,one,pendant,brown,scattered,urban
edible,convex,scaly,brown,bruises,white,enlarging,white,white,white,one,pendant,black,solitary,paths
edible,convex,smooth,brown,no,brown,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,bell,scaly,yellow,bruises,brown,enlarging,white,white,white,one,pendant,black,numerous,meadows
edible,convex,smooth,yellow,bruises,white,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,bell,smooth,yellow,bruises,brown,enlarging,white,white,white,one,pendant,brown,scattered,meadows
edible,convex,smooth,yellow,bruises,gray,enlarging,white,white,white,one,pendant,black,numerous,meadows
edible,bell,scaly,white,bruises,brown,enlarging,white,white,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,gray,no,black,enlarging,white,white,white,one,pendant,brown,several,urban
edible,flat,scaly,brown,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,convex,fibrous,gray,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,white,bruises,black,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,convex,scaly,yellow,bruises,white,enlarging,white,white,white,one,pendant,brown,scattered,meadows
edible,convex,fibrous,gray,no,brown,enlarging,white,white,white,one,pendant,black,several,urban
poisonous,convex,smooth,brown,bruises,pink,enlarging,white,white,white,one,pendant,brown,scattered,urban
edible,bell,scaly,white,bruises,white,enlarging,white,white,white,one,pendant,brown,numerous,grasses
edible,bell,scaly,white,bruises,brown,enlarging,white,white,white,one,pendant,black,numerous,meadows
poisonous,convex,scaly,brown,bruises,pink,enlarging,white,white,white,one,pendant,brown,several,urban
edible,bell,smooth,yellow,bruises,white,enlarging,white,white,white,one,pendant,brown,scattered,meadows
edible,convex,smooth,white,bruises,black,enlarging,white,white,white,one,pendant,brown,scattered,meadows
edible,convex,scaly,yellow,bruises,brown,enlarging,white,white,white,one,pendant,black,scattered,meadows
edible,bell,scaly,yellow,bruises,brown,enlarging,white,white,white,one,pendant,brown,numerous,grasses
edible,convex,smooth,white,bruises,gray,enlarging,white,white,white,one,pendant,brown,scattered,meadows
edible,convex,smooth,white,bruises,gray,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,convex,scaly,brown,bruises,white,enlarging,white,white,white,one,pendant,brown,solitary,paths
edible,convex,smooth,white,bruises,white,enlarging,white,white,white,one,pendant,brown,scattered,meadows
edible,convex,smooth,brown,no,brown,tapering,white,white,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,brown,bruises,brown,enlarging,white,white,white,one,pendant,brown,scattered,paths
edible,convex,scaly,yellow,bruises,brown,enlarging,white,white,white,one,pendant,black,solitary,grasses
poisonous,convex,scaly,brown,bruises,black,enlarging,white,white,white,one,pendant,black,several,grasses
edible,bell,scaly,yellow,bruises,white,enlarging,white,white,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,white,bruises,pink,tapering,white,white,white,one,pendant,purple,several,woods
poisonous,convex,smooth,brown,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,urban
edible,convex,scaly,yellow,bruises,black,enlarging,white,white,white,one,pendant,black,numerous,grasses
edible,flat,fibrous,gray,no,chocolate,tapering,white,white,white,one,evanescent,brown,abundant,grasses
edible,convex,scaly,white,bruises,brown,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,bell,scaly,white,bruises,white,enlarging,white,white,white,one,pendant,brown,scattered,meadows
poisonous,convex,scaly,brown,bruises,pink,enlarging,white,white,white,one,pendant,brown,scattered,urban
edible,flat,scaly,brown,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,convex,smooth,white,bruises,brown,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,convex,smooth,white,bruises,brown,tapering,white,white,white,one,pendant,brown,several,woods
edible,flat,scaly,brown,bruises,brown,enlarging,white,white,white,one,pendant,brown,solitary,paths
edible,bell,smooth,white,bruises,black,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,convex,smooth,white,no,pink,tapering,white,white,white,one,evanescent,black,abundant,grasses
edible,flat,fibrous,gray,no,brown,enlarging,white,white,white,one,pendant,brown,several,urban
edible,convex,scaly,white,bruises,gray,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,convex,scaly,yellow,bruises,brown,enlarging,white,white,white,one,pendant,brown,solitary,grasses
edible,bell,smooth,yellow,bruises,gray,enlarging,white,white,white,one,pendant,brown,scattered,grasses
edible,bell,smooth,yellow,bruises,white,enlarging,white,white,white,one,pendant,black,scattered,grasses
edible,flat,smooth,white,bruises,brown,tapering,white,white,white,one,pendant,brown,several,woods
edible,bell,smooth,white,bruises,white,enlarging,white,white,white,one,pendant,black,numerous,meadows
edible,convex,fibrous,yellow,bruises,brown,tapering,white,white,white,one,pendant,purple,several,woods
edible,convex,scaly,white,bruises,gray,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,bell,scaly,yellow,bruises,black,enlarging,white,white,white,one,pendant,brown,numerous,meadows
edible,convex,scaly,brown,bruises,pink,enlarging,white,white,white,one,pendant,brown,solitary,paths
